"編號","所在園區","年齡","性別","體型","毛色","驅蟲紀錄","預防注射","絕育","訓犬狀態","性情","備註","被認養日期","照片"
"10405166008","后里園區","幼犬","公","中型(13-23公斤)","米色","已驅腸道寄生蟲","五合一,狂犬病疫苗","
				  已絶育
				  ","
","活潑,好動,親熟人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/5611121871.gif"
"10405210007","南屯園區","成犬","公","小型(3-13公斤)","黑色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和文靜, 友善親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/552911484471.png"
"10405200012","南屯園區","成貓","母","中型(13-23公斤)","三花","已驅腸道寄生蟲","貓三合一, 狂犬病疫苗","
  已絶育
  ","
","溫和文靜, 可摸可抱","
","","http://www.animal.taichung.gov.tw/public/Data/119020/55291111171.png"
"10405020003","南屯園區","幼犬","母","中型(13-23公斤)","黑色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑親人, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/55291181171.png"
"10405020002","南屯園區","成犬","母","中型(13-23公斤)","黑棕","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和友善, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/55291153171.png"
"10405296009","后里園區","幼犬","母","小型(3-13公斤)","黑棕","已驅腸道寄生蟲","五合一,狂犬病疫苗","
  已絶育
  ","
","","活潑,好動,親熟人...
					  ","","http://www.animal.taichung.gov.tw/public/Data/119020/55291615471.png"
"10405296002","后里園區","成犬","母","中型(13-23公斤)","黃白","已驅腸道寄生蟲","七合一 ,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親熟人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/552915195871.png"
"10405286008","后里園區","幼犬","母","中型(13-23公斤)","黑黃","已驅腸道寄生蟲","五合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親熟人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/552816322971.gif"
"10404106003","后里園區","成貓","母","小型(3-13公斤)","黑灰棕","已驅腸道寄生蟲","三合一,狂犬病疫苗","
  已絶育
  ","
","較不信任人,脾氣大","(入所至今仍非常不能適應人的接近，雖然肚子餓會喵喵...
					  ","","http://www.animal.taichung.gov.tw/public/Data/119020/552816394971.gif"
"10405110003","南屯園區","成犬","母","中型(13-23公斤)","黃白","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和文靜, 稍怕生","
","","http://www.animal.taichung.gov.tw/public/Data/119020/55271752571.png"
"10405066005","后里園區","成犬","母","中型(13-23公斤)","黑色","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/55278431171.png"
"10405080003","南屯園區","成犬","公","中型(13-23公斤)","黑色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑親人, 與人互動佳","
","","http://www.animal.taichung.gov.tw/public/Data/119020/552614451071.png"
"10405020005","南屯園區","幼犬","母","中型(13-23公斤)","黑棕","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑親人, 喜歡互動","益起認養吧!我在魚中魚寵物水族館文心店等您帶我回家...
					  ","","http://www.animal.taichung.gov.tw/public/Data/119020/552614492271.png"
"10405140005","南屯園區","成犬","公","小型(3-13公斤)","棕色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和親人, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/552216131071.png"
"10404270001","南屯園區","成犬","母","中型(13-23公斤)","黑色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑親人, 喜歡與人互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/55181745871.png"
"10404186003","南屯園區","成犬","母","中型(13-23公斤)","黃色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和親人, 與人互動佳","
","","http://www.animal.taichung.gov.tw/public/Data/119020/551817413071.png"
"10405040012","南屯園區","成犬","母","中型(13-23公斤)","黑棕","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和親人, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/551817395671.png"
"10404200012","南屯園區","成犬","公","中型(13-23公斤)","黑白","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑, 親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/551817404271.png"
"10404290004","南屯園區","成犬","公","中型(13-23公斤)","黃色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和乖巧, 友善親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/551817432971.png"
"10404240002","南屯園區","成犬","母","大型(23公斤以上)","棕色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和親人, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/551817442571.png"
"10405050009","南屯園區","成犬","公","小型(3-13公斤)","白色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑親人, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/551817363571.png"
"10403306005","南屯園區","成犬","母","大型(23公斤以上)","黑棕","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑好動, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/551817385171.png"
"10403146003","后里園區","成犬","母","中型(13-23公斤)","黑白","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/551711203271.png"
"10404226003","后里園區","成犬","公","中型(13-23公斤)","黑色","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親熟人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/55181552871.png"
"10404176004","后里園區","成犬","母","中型(13-23公斤)","米黃","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親人","(散步穩定。)...
					  ","","http://www.animal.taichung.gov.tw/public/Data/119020/55181644171.png"
"10404076008","后里園區","成犬","母","中型(13-23公斤)","虎斑","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/55121155671.png"
"10404290036","南屯園區","成犬","公","小型(3-13公斤)","灰色","已驅腸道寄生蟲","七合一 狂犬病","
  已絶育
  ","
","","
","","http://www.animal.taichung.gov.tw/public/Data/119020/55129595771.png"
"10404290030","南屯園區","成犬","母","小型(3-13公斤)","白棕","已驅腸道寄生蟲","七合一 狂犬病","
  已絶育
  ","
","","益起認養吧~>我在巴布豆寵物生活館等待與您的愛心相...
					  ","","http://www.animal.taichung.gov.tw/public/Data/119020/551111134871.png"
"10404150009","南屯園區","成犬","公","中型(13-23公斤)","黑色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑熱情, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/5581724971.png"
"10404160003","南屯園區","成犬","公","中型(13-23公斤)","黃色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑熱情, 與人互動佳","
","","http://www.animal.taichung.gov.tw/public/Data/119020/558174171.png"
"10404290038","南屯園區","成犬","母","大型(23公斤以上)","黃色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和, 親人","開園後(10:00)若超過兩位以上想認養同一隻毛小...
					  ","","http://www.animal.taichung.gov.tw/public/Data/119020/55717105271.png"
"10404210007","南屯園區","成犬","公","中型(13-23公斤)","棕色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和文靜, 與人互動佳","身世坎坷仍熱情親人,皮膚病治療中，認養時本處會提供...
					  ","","http://www.animal.taichung.gov.tw/public/Data/119020/55617181671.png"
"10404130010","南屯園區","成犬","母","中型(13-23公斤)","黑白","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑親人, 與人互動佳","
","","http://www.animal.taichung.gov.tw/public/Data/119020/5561713171.png"
"10403176004","后里園區","成犬","母","中型(13-23公斤)","黑黃","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/5561765871.png"
"10404290013","南屯園區","成犬","母","小型(3-13公斤)","黑色","已驅腸道寄生蟲","七合一 狂犬病","
  已絶育
  ","
","","
","","http://www.animal.taichung.gov.tw/public/Data/119020/55610105471.png"
"10404240008","南屯園區","成犬","公","中型(13-23公斤)","黑棕","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑親人, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/55416515871.png"
"10404130013","南屯園區","成犬","母","中型(13-23公斤)","黑色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑好動, 熱情親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/55416524271.png"
"10404140018","南屯園區","成犬","母","中型(13-23公斤)","虎斑","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑熱情, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/55416532771.png"
"10404300011","南屯園區","成犬","母","中型(13-23公斤)","黑色","已驅腸道寄生蟲","七合一，狂犬病疫苗","
  已絶育
  ","
","溫馴親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/4111816572871.png"
"10405010006","南屯園區","成犬","母","中型(13-23公斤)","黑色","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","溫和,乖巧","

...
					  ","","http://www.animal.taichung.gov.tw/public/Data/119020/431316351471.png"
"10404010004","南屯園區","成犬","公","中型(13-23公斤)","黃色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑親人, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/5511665071.png"
"10403270003","南屯園區","成犬","公","中型(13-23公斤)","虎斑","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑好動, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/542510293071.png"
"10404240003","南屯園區","成犬","母","中型(13-23公斤)","米黃","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親熟人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/5361564771.png"
"10404086001","后里園區","成犬","公","中型(13-23公斤)","黑白黃","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/542115581071.png"
"10404010010","南屯園區","成犬","母","中型(13-23公斤)","黃棕","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和親人, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/542213385171.png"
"10404086002","南屯園區","成犬","母","中型(13-23公斤)","黑棕","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/541713384971.png"
"10402096010","南屯園區","成犬","公","大型(23公斤以上)","米黃","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/5571754671.png"
"10401216006","后里園區","成犬","母","中型(13-23公斤)","黑色","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親熟人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/5491642771.png"
"10401266008","南屯園區","成犬","公","中型(13-23公斤)","黑虎斑","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/54916534271.png"
"10403250007","南屯園區","成犬","母","中型(13-23公斤)","黑白黃","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑, 親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/53217164071.png"
"10402260009","南屯園區","成犬","公","中型(13-23公斤)","黑白","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和親人, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/53916211971.png"
"10401186001","南屯園區","成犬","公","中型(13-23公斤)","黃白","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/5321793371.png"
"10401056011","南屯園區","成犬","公","大型(23公斤以上)","黑白黃","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/521014573271.png"
"10402050012","南屯園區","成犬","公","中型(13-23公斤)","黑色","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/492319185871.png"
"10401056012","南屯園區","成犬","公","中型(13-23公斤)","咖啡","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑,好動,親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/52217494271.png"
"10401200010","南屯園區","成犬","公","中型(13-23公斤)","黑色","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑親人, 喜歡互動","
","","http://www.animal.taichung.gov.tw/public/Data/119020/513017472371.png"
"10311200018","南屯園區","成犬","公","中型(13-23公斤)","黑白黃","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","溫和文靜, 乖巧親人","
","","http://www.animal.taichung.gov.tw/public/Data/119020/412917145471.JPG"
"10311050022","南屯園區","成犬","母","中型(13-23公斤)","黑色","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","溫和","認養主打星:一歲以上混種犬...
					  ","","http://www.animal.taichung.gov.tw/public/Data/119020/4112518142371.png"
"10310010009","南屯園區","成犬","公","中型(13-23公斤)","黑棕","已驅腸道寄生蟲","犬七合一, 狂犬病疫苗","
  已絶育
  ","
","活潑親人, 喜歡互動","認養主打星:一歲以上混種成犬免費提供響片及除蚤項圈...
					  ","","http://www.animal.taichung.gov.tw/public/Data/119020/4102916503071.png"
"10310250007","南屯園區","成犬","公","中型(13-23公斤)","黑白","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","溫和、慢熟","認養主打星:一歲以上混種成犬免費提供響片及除蚤項圈...
					  ","","http://www.animal.taichung.gov.tw/public/Data/119020/4111816592571.png"
"10302170019","南屯園區","成犬1歲","母","中型(13-23公斤)","黑虎斑","已驅腸道寄生蟲","五合一,狂犬病疫苗","
  已絶育
  ","
","溫和,膽小","認養主打星:一歲以上混種成犬免費提供響片及除蚤項圈...
					  ","","http://www.animal.taichung.gov.tw/public/Data/119020/49239423671.png"
"10304250010","南屯園區","成犬","公","中型(13-23公斤)","白黃黑","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","溫和","
","","http://www.animal.taichung.gov.tw/public/Data/119020/48121729771.png"
"10305090013","南屯園區","幼犬","母","中型(13-23公斤)","黑白","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","","
","","http://www.animal.taichung.gov.tw/public/Data/119020/49916361771.jpg"
"10212210005","南屯園區","成犬","母","中型(13-23公斤)","黑色","已驅腸道寄生蟲","七合一,狂犬病疫苗","
  已絶育
  ","
","活潑","認養主打星:一歲以上混種成犬免費提供響片及除蚤項圈...
					  ","","http://www.animal.taichung.gov.tw/public/Data/119020/492310365271.png"
