編號,拾獲地點,送交單位,動物類別,品種,年紀,體型,毛色,動物性別,公告時間,晶片號碼,備註
1040211-02,烈嶼鄉,清潔隊,犬,Mix,幼,小,黑棕,公,02.11-02.22,無,
1040211-03,烈嶼鄉,清潔隊,犬,Mix,幼,小,黑棕,公,02.11-02.22,無,
1040211-04,烈嶼鄉,清潔隊,犬,Mix,幼,小,黑棕,公,02.11-02.22,無,
1040211-05,烈嶼鄉,清潔隊,犬,Mix,幼,小,棕,公,02.11-02.22,無,
1040211-06,烈嶼鄉,清潔隊,犬,Mix,幼,小,黑,公,02.11-02.22,無,
1040211-07,烈嶼鄉,清潔隊,犬,Mix,幼,小,黑棕,母,02.11-02.22,無,
1040211-08,烈嶼鄉,清潔隊,犬,Mix,幼,中,黑棕,公,02.11-02.22,無,
1040211-09,金湖鎮,民,,,,,,,,,
1040211-10,金湖鎮,清潔隊,犬,Mix,幼,中,棕,公,02.12-02.23,無,
1040211-C1,金湖鎮,清潔隊,貓,Mix,成,中,三花,母,02.12-02.23,無,
1040212-01,金沙鎮,清潔隊,犬,Mix,幼,小,棕,公,02.12-02.23,無,
1040212-02,金沙鎮,清潔隊,犬,Mix,幼,小,棕,公,02.12-02.23,無,
1040212-03,金沙鎮,清潔隊,犬,Mix,幼,小,棕,母,02.12-02.23,無,
1040212-04,金沙鎮,清潔隊,犬,Mix,幼,小,灰,公,02.12-02.23,無,
1040212-05,金沙鎮,清潔隊,犬,Mix,幼,小,灰,母,02.12-02.23,無,
1040212-C1,金寧鄉,清潔隊,貓,Mix,成,中,褐虎斑,公,02.12-02.23,無,
1040213-01,烈嶼鄉,清潔隊,犬,Mix,成,大,棕灰,公,02.13-02.24,無,
1040213-02,烈嶼鄉,清潔隊,犬,Mix,成,大,棕白,公,02.13-02.24,無,
1040213-03,金寧鄉,清潔隊,犬,Mix,幼,中,棕白,公,02.13-02.24,無,藍頸圈
1040213-04,金寧鄉,清潔隊,犬,Mix,幼,中,黑,公,02.13-02.24,無,
1040216-01,金城鎮,清潔隊,犬,Mix,成,大,棕灰,公,02.17-02.28,無,
1040216-02,金城鎮,清潔隊,犬,Mix,成,大,黑棕,公,02.17-02.28,無,
1040216-03,烈嶼鄉,清潔隊,犬,Mix,幼,小,黑,公,02.17-02.28,無,
1040216-04,烈嶼鄉,清潔隊,犬,Mix,幼,小,黃,公,02.17-02.28,無,
1040218-01,金湖鎮,民,,,,,,,,,
1040223-01,金寧鄉,民,,,,,,,,,
1040224-01,金湖鎮,民,,,,,,,,,
1040224-02,金湖鎮,清潔隊,犬,Mix,幼,小,棕灰,公,02-24-03.07,無,
1040224-03,金湖鎮,清潔隊,犬,Mix,幼,小,棕,公,02-24-03.07,無,
1040224-04,金湖鎮,清潔隊,犬,Mix,幼,小,棕,母,02-24-03.07,無,
1040224-05,金湖鎮,清潔隊,犬,Mix,幼,小,白棕,母,02-24-03.07,無,
1040224-06,金湖鎮,清潔隊,犬,Mix,幼,小,棕,公,02-24-03.07,無,
1040224-07,金湖鎮,清潔隊,犬,Mix,幼,小,白棕,公,02-24-03.07,無,
1040224-08,金湖鎮,清潔隊,犬,Mix,幼,小,白棕,母,02-24-03.07,無,
1040224-09,金湖鎮,清潔隊,犬,Mix,幼,小,黑,公,02-24-03.07,無,
1040224-10,金湖鎮,清潔隊,犬,Mix,幼,小,黑,公,02-24-03.07,無,
1040224-11,金湖鎮,清潔隊,犬,Mix,幼,小,黑,公,02-24-03.07,無,
1040224-12,金湖鎮,清潔隊,犬,Mix,幼,小,黑,母,02-24-03.07,無,
1040224-13,金湖鎮,清潔隊,犬,Mix,幼,小,黑,母,02-24-03.07,無,
1040225-01,金沙鎮,清潔隊,犬,Mix,幼,小,黃,公,02-25-03.08,無,
1040225-02,金寧鄉,清潔隊,犬,Mix,成,大,棕黑,公,02-25-03.08,無,
1040225-03,金寧鄉,清潔隊,犬,Mix,幼,中,虎斑,公,02-25-03.08,無,
1040225-04,金寧鄉,清潔隊,犬,Mix,幼,中,黑灰,公,02-25-03.08,無,
1040226-01,金寧鄉,清潔隊,犬,Mix,幼,小,黑棕,公,02-26-03.09,無,
1040226-02,金城鎮,民,,,,,,,,,
1040302-01,金湖鎮,清潔隊,犬,吉娃娃,成,中,白棕,母,03.02-03.13,無,
1040302-02,金湖鎮,清潔隊,犬,Mix,成,大,黑,公,03.02-03.13,無,
1040302-03,金寧鄉,清潔隊,犬,Mix,幼,小,黑,母,03.02-03.13,無,
1040302-C1,金湖鎮,民,,,,,,,,,
1040303-01,金沙鎮,清潔隊,犬,Mix,幼,中,棕灰,母,03.04-03.15,無,
1040303-02,金沙鎮,清潔隊,犬,Mix,幼,中,淺黃灰,母,03.04-03.15,無,
1040303-03,金寧鄉,清潔隊,犬,Mix,成,大,黑,公,03.04-03.15,158100965366255,棄養
1040304-01,金湖鎮,清潔隊,犬,Mix,成,大,黑,母,03.04-03.15,無,
1040304-02,金寧鄉,清潔隊,犬,Mix,幼,小,黑,公,03.04-03.15,無,
1040304-C1,金湖鎮,清潔隊,貓,Mix,成,中,黃虎斑,公,03.04-03.15,無,
1040305-01,金湖鎮,清潔隊,犬,Mix,成,大,黑,公,03.05-03.16,無,
1040305-02,金湖鎮,清潔隊,犬,Mix,幼,中,黑棕,公,03.05-03.16,無,
1040306-01,金湖鎮,清潔隊,犬,Mix,成,大,棕,公,03.06-03.17,無,
1040306-02,金湖鎮,清潔隊,犬,Mix,成,大,黑,母,03.06-03.17,無,
1040306-C1,金沙鎮,清潔隊,貓,Mix,成,中,灰虎斑,公,03.06-03.17,無,
1040306-C2,金沙鎮,清潔隊,貓,Mix,成,中,灰虎斑,母,03.06-03.17,無,
1040309-01,金寧鄉,清潔隊,犬,Mix,幼,小,白,公,03.09-03.20,無,
1040309-02,金寧鄉,清潔隊,犬,Mix,幼,小,黃黑,公,03.09-03.20,無,
1040309-03,金寧鄉,清潔隊,犬,Mix,幼,小,黑,公,03.09-03.20,無,
1040309-04,金寧鄉,清潔隊,犬,Mix,幼,小,黑,母,03.09-03.20,無,
1040309-05,金寧鄉,清潔隊,犬,Mix,幼,小,黑,母,03.09-03.20,無,
1040309-06,金城鎮,清潔隊,犬,Mix,幼,中,黃黑,母,03.09-03.20,無,
1040309-07,金城鎮,清潔隊,犬,Mix,幼,中,黃黑,母,03.09-03.20,無,
1040309-08,金城鎮,清潔隊,犬,Mix,幼,中,黑黃,母,03.09-03.20,無,
1040309-09,金湖鎮,清潔隊,犬,Mix,成,大,黑,公,03.09-03.20,無,
1040309-10,金湖鎮,清潔隊,犬,Mix,成,中,黑,公,03.09-03.20,無,綠帆布頸圈
1040309-C1,金湖鎮,清潔隊,貓,Mix,成,中,黃虎斑白,公,03.09-03.20,無,
1040309-C2,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,公,03.09-03.20,無,
1040309-C3,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,母,03.09-03.20,無,
1040310-01,金沙鎮,清潔隊,犬,Mix,成,大,黑,公,03.10-03.21,掃不到,棄養
1040310-C1,金湖鎮,清潔隊,貓,Mix,幼,小,黑,母,03.10-03.21,無,
1040310-C2,金沙鎮,清潔隊,貓,Mix,成,中,黑白,公,03.10-03.21,無,
1040310-C3,金沙鎮,清潔隊,貓,Mix,成,中,褐虎斑,公,03.10-03.21,無,
1040311-01,金湖鎮,清潔隊,犬,德國狼犬,成,大,黑棕,公,03.11-03.22,掃不到,
1040312-01,金寧鄉,清潔隊,犬,Mix,幼,小,黃灰,公,03.12-03.23,無,
1040312-02,金城鎮,清潔隊,犬,Mix,成,大,黑,公,03.12-03.23,無,
1040312-03,金城鎮,清潔隊,犬,Mix,成,中,黑,母,03.11-03.22,無,
1040312-C1,金湖鎮,清潔隊,貓,Mix,成,中,褐黃虎斑,公,03.11-03.22,無,
1040312-C2,金沙鎮,清潔隊,貓,Mix,成,中,黑,公,03.11-03.22,無,
1040312-C3,金沙鎮,清潔隊,貓,Mix,成,中,褐黃虎斑,母,03.11-03.22,無,
1040313-01,金寧鄉,清潔隊,犬,Mix,成,大,黑,公,03.13-03.24,無,
1040313-02,金寧鄉,清潔隊,犬,Mix,成,中,棕,公,03.13-03.24,無,
1040313-03,金寧鄉,清潔隊,犬,Mix,幼,中,黑棕,公,03.13-03.24,無,
1040313-04,金寧鄉,清潔隊,犬,Mix,幼,中,黑棕,母,03.13-03.24,無,
1040313-05,金寧鄉,清潔隊,犬,Mix,幼,中,黑,母,03.13-03.24,無,
1040313-06,金寧鄉,清潔隊,犬,Mix,幼,中,黑,母,03.13-03.24,無,
1040313-07,金寧鄉,清潔隊,犬,Mix,幼,中,黃,母,03.13-03.24,無,
1040313-C1,金湖鎮,清潔隊,貓,Mix,成,中,黑,公,03.13-03.24,無,
1040313-C2,金湖鎮,清潔隊,貓,Mix,幼,小,黃虎斑,母,03.13-03.24,無,
1040313-C3,金沙鎮,清潔隊,貓,Mix,成,中,灰虎斑,公,03.13-03.24,無,
1040313-C4,金沙鎮,清潔隊,貓,Mix,幼,小,褐虎斑,母,03.13-03.24,無,
1040316-01,烈嶼鄉,清潔隊,犬,Mix,成,大,米黃,公,03.16-03.27,無,
1040316-02,烈嶼鄉,清潔隊,犬,Mix,成,大,棕黑,母,03.16-03.27,無,
1040316-C1,金沙鎮,清潔隊,貓,Mix,成,中,褐虎斑,母,03.16-03.27,無,
1040316-C2,金湖鎮,清潔隊,貓,Mix,成,中,黃虎斑,公,03.16-03.27,無,
1040316-C3,金湖鎮,清潔隊,貓,Mix,成,中,灰虎斑,公,03.16-03.27,無,
1040317-01,金城鎮,清潔隊,犬,Mix,幼,小,黑黃,公,03.17-03.28,無,
1040317-02,金城鎮,清潔隊,犬,Mix,幼,小,黃,母,03.17-03.28,無,
1040317-03,金沙鎮,清潔隊,犬,Mix,幼,小,米黃,公,03.17-03.28,無,
1040317-04,金沙鎮,清潔隊,犬,Mix,幼,小,米黃,母,03.17-03.28,無,
1040317-05,金寧鄉,清潔隊,犬,Mix,幼,小,棕灰,公,03.17-03.28,無,
1040317-C1,金沙鎮,清潔隊,貓,Mix,成,中,黑,公,03.17-03.28,無,
1040317-C2,金沙鎮,清潔隊,貓,Mix,成,中,灰虎斑,公,03.17-03.28,無,
1040317-C3,金湖鎮,清潔隊,貓,Mix,成,中,褐灰虎斑,母,03.17-03.28,無,
1040317-C4,金湖鎮,清潔隊,貓,Mix,成,中,黑,公,03.17-03.28,無,
1040318-01,金城鎮,清潔隊,犬,Mix,幼,小,黑,公,03.19-03.30,無,
1040318-02,金城鎮,清潔隊,犬,Mix,幼,小,黑棕,公,03.19-03.30,無,
1040318-03,金沙鎮,清潔隊,犬,Mix,成,大,白,母,03.19-03.30,無,
1040318-04,金沙鎮,清潔隊,犬,Mix,幼,小,黑,公,03.19-03.30,無,
1040318-05,金沙鎮,清潔隊,犬,Mix,幼,小,黑,公,03.19-03.30,無,
1040318-06,金沙鎮,清潔隊,犬,Mix,幼,小,黃黑,母,03.19-03.30,無,
1040318-07,金沙鎮,清潔隊,犬,Mix,幼,小,黑,母,03.19-03.30,無,
1040318-08,烈嶼鄉,清潔隊,犬,Mix,成,大,黃,公,03.19-03.30,無,
1040318-09,烈嶼鄉,清潔隊,犬,Mix,成,大,棕灰,母,03.19-03.30,無,
1040318-10,金寧鄉,清潔隊,犬,Mix,幼,小,黑,母,03.19-03.30,無,
1040318-11,金寧鄉,清潔隊,犬,Mix,幼,小,棕灰,母,03.19-03.30,無,
1040318-12,金寧鄉,清潔隊,犬,Mix,幼,小,黑棕,母,03.19-03.30,無,
1040318-13,金寧鄉,清潔隊,犬,Mix,幼,小,黑棕,母,03.19-03.30,無,
1040318-C1,金湖鎮,清潔隊,貓,Mix,成,中,虎班白,公,03.19-03.30,無,
1040318-C2,金湖鎮,清潔隊,貓,Mix,成,中,黑,公,03.19-03.30,無,
1040318-C3,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,母,03.19-03.30,無,
1040318-C4,金湖鎮,清潔隊,貓,Mix,成,中,褐黃虎斑,母,03.19-03.30,無,
1040319-01,金寧鄉,清潔隊,犬,Mix,幼,小,黃灰,公,03.19-03.30,無,
1040319-02,金寧鄉,清潔隊,犬,Mix,幼,小,黃灰,公,03.19-03.30,無,
1040319-03,金寧鄉,清潔隊,犬,Mix,幼,小,黃灰,公,03.19-03.30,無,
1040319-04,金寧鄉,清潔隊,犬,Mix,幼,小,黃灰,公,03.19-03.30,無,
1040319-05,金寧鄉,清潔隊,犬,Mix,幼,小,黃,公,03.19-03.30,無,
1040319-06,金寧鄉,清潔隊,犬,Mix,幼,小,黑,公,03.19-03.30,無,
1040319-07,金寧鄉,清潔隊,犬,Mix,幼,小,黃黑,母,03.19-03.30,無,
1040319-08,金寧鄉,清潔隊,犬,Mix,幼,小,黑,母,03.19-03.30,無,
1040319-09,金寧鄉,清潔隊,犬,Mix,幼,小,黑,母,03.19-03.30,無,
1040320-01,金湖鎮,清潔隊,犬,Mix,成,大,黃黑,公,03.20-03.31,無,
1040323-01,金城鎮,清潔隊,犬,Mix,幼,小,黃,母,03.23-04.03,無,
1040323-02,金城鎮,清潔隊,犬,Mix,幼,小,黑,母,03.23-04.03,無,
1040323-03,金寧鄉,清潔隊,犬,Mix,幼,小,虎斑,公,03.23-04.03,無,
1040323-04,金湖鎮,清潔隊,犬,Mix,成,大,棕灰,母,03.23-04.03,無,
1040323-C1,金沙鎮,清潔隊,貓,Mix,成,中,黃虎斑,公,03.23-04.03,無,
1040323-C2,金沙鎮,清潔隊,貓,Mix,成,中,灰虎斑,公,03.23-04.03,無,
1040323-C3,金沙鎮,清潔隊,貓,Mix,成,中,褐黃虎斑,母,03.23-04.03,無,
1040323-C4,金湖鎮,清潔隊,貓,Mix,成,中,黃虎斑,公,03.23-04.03,無,
1040324-01,金寧鄉,清潔隊,犬,德國狼犬,成,大,黑棕,公,03.24-04.04,無,
1040324-02,金寧鄉,清潔隊,犬,Mix,成,中,黑棕,公,03.24-04.04,無,
1040324-C1,金沙鎮,清潔隊,貓,Mix,成,中,褐虎斑,公,03.24-04.04,無,
1040325-01,金城鎮,清潔隊,犬,Mix,幼,小,黃黑,母,03.25-04.05,無,
1040325-02,金沙鎮,清潔隊,犬,Mix,幼,母,黑黃,母,03.25-04.05,無,
1040325-03,金沙鎮,清潔隊,犬,Mix,幼,母,黑黃,母,03.25-04.05,無,
1040326-01,金湖鎮,清潔隊,犬,Mix,成,大,黑,公,03.26-04.06,掃不到,紅頸圈
1040326-02,金寧鄉,清潔隊,犬,Mix,成,大,黑,公,03.26-04.06,掃不到,有頸圈
1040326-03,金寧鄉,清潔隊,犬,Mix,成,大,虎斑,公,03.26-04.06,無,
1040326-04,金寧鄉,清潔隊,犬,Mix,成,大,虎斑,母,03.26-04.06,掃不到,有頸圈
1040326-C1,金湖鎮,清潔隊,貓,Mix,成,中,灰虎斑白,公,03.26-04.06,無,
1040326-C2,金沙鎮,清潔隊,貓,Mix,成,中,灰虎斑,母,03.26-04.06,無,
1040327-01,烈嶼鄉,清潔隊,犬,Mix,幼,小,棕,公,03.30-04.10,無,
1040327-02,烈嶼鄉,清潔隊,犬,Mix,幼,小,棕,公,03.30-04.10,無,
1040327-03,烈嶼鄉,清潔隊,犬,Mix,幼,小,黑,公,03.30-04.10,無,
1040327-04,烈嶼鄉,清潔隊,犬,Mix,幼,小,黑,母,03.30-04.10,無,
1040327-05,烈嶼鄉,清潔隊,犬,Mix,幼,小,黑,母,03.30-04.10,無,
1040327-06,烈嶼鄉,清潔隊,犬,Mix,幼,小,黑,母,03.30-04.10,無,
1040327-C1,金湖鎮,清潔隊,貓,Mix,成,中,黃虎斑,公,03.30-04.10,無,
1040327-C2,金湖鎮,清潔隊,貓,Mix,成,中,黑白,公,03.30-04.10,無,
1040327-C3,金湖鎮,清潔隊,貓,Mix,成,中,黑,母,03.30-04.10,無,
1040327-C4,金沙鎮,清潔隊,貓,Mix,成,中,白黃,公,03.30-04.10,無,
1040327-C5,金沙鎮,清潔隊,貓,Mix,成,中,灰虎斑白,公,03.30-04.10,無,
1040327-C6,金沙鎮,清潔隊,貓,Mix,成,中,褐黃虎斑,母,03.30-04.10,無,
1040330-01,金城鎮,清潔隊,犬,Mix,幼,小,虎斑,公,03.30-04.10,無,
1040330-C1,金沙鎮,清潔隊,貓,Mix,成,中,黑,公,03.30-04.10,無,
1040330-C2,金湖鎮,清潔隊,貓,Mix,成,中,黃虎班白,公,03.30-04.10,無,
1040330-C3,金湖鎮,清潔隊,貓,Mix,成,中,黑黃白,母,03.30-04.10,無,
1040331-01,金沙鎮,清潔隊,犬,Mix,成,大,黑,公,03.31-04.11,掃不到,黃仿皮頸圈
1040331-02,金城鎮,清潔隊,犬,Mix,幼,小,黃灰,公,03.31-04.11,無,
1040331-03,金城鎮,清潔隊,犬,Mix,幼,小,黑棕,母,03.31-04.11,無,
1040331-04,金城鎮,清潔隊,犬,Mix,幼,小,黃,母,03.31-04.11,無,
1040331-05,金城鎮,清潔隊,犬,Mix,幼,小,黃灰,母,03.31-04.11,無,
1040331-06,金湖鎮,清潔隊,犬,Mix,成,大,白,公,03.31-04.11,掃不到,紅頸圈
1040331-07,金湖鎮,清潔隊,犬,Mix,成,大,黃,公,03.31-04.11,無,
1040401-01,金湖鎮,清潔隊,犬,Mix,成,大,黑棕,公,04.01-04.12,無,黃頸圈，棄養
1040401-02,金寧鄉,清潔隊,犬,Mix,成,大,黑,公,04.01-04.12,無,咖啡色帆布頸圈
1040401-03,烈嶼鄉,清潔隊,犬,德國狼犬,成,大,黑棕,公,04.01-04.12,無,有頸圈
1040402-01,金湖鎮,清潔隊,犬,Mix,成,大,咖啡棕,公,04.02-04.13,無,
1040402-02,金湖鎮,清潔隊,犬,Mix,成,大,黑,公,04.02-04.13,無,
1040402-03,烈嶼鄉,清潔隊,犬,Mix,幼,小,黃灰,公,04.02-04.13,無,
1040402-04,烈嶼鄉,清潔隊,犬,Mix,幼,小,黃灰,公,04.02-04.13,無,
1040402-C1,金沙鎮,清潔隊,貓,Mix,成,中,灰虎斑白,母,04.02-04.13,無,
1040406-01,金城鎮,清潔隊,犬,西施,成,小,白棕,公,04.07-04.18,900042000369051,
1040407-01,金寧鄉,清潔隊,犬,Mix,幼,小,黃,公,04.07-04.18,無,
1040407-02,金寧鄉,清潔隊,犬,Mix,幼,小,黃,母,04.07-04.18,無,
1040407-03,金寧鄉,清潔隊,犬,Mix,幼,小,黃,母,04.07-04.18,無,
1040407-04,金寧鄉,清潔隊,犬,Mix,幼,小,虎斑,母,04.07-04.18,無,
1040407-05,金湖鎮,清潔隊,犬,Mix,成,大,黑,公,04.07-04.18,無,
1040407-06,金湖鎮,清潔隊,犬,Mix,成,大,虎斑,公,04.07-04.18,無,
1040407-C1,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,公,04.07-04.18,無,
1040407-C2,金沙鎮,清潔隊,貓,Mix,成,中,黃虎斑,公,04.07-04.18,無,
1040407-C3,金沙鎮,清潔隊,貓,Mix,成,中,黃虎斑,母,04.07-04.18,無,
1040408-01,金湖鎮,清潔隊,犬,Mix,成,大,黃,公,04.08-04.19,無,
1040408-02,金湖鎮,清潔隊,犬,Mix,成,大,棕灰,母,04.08-04.19,無,
1040408-03,金湖鎮,清潔隊,犬,Mix,成,大,棕,母,04.08-04.19,無,藍黃頸圈
1040408-C1,金沙鎮,清潔隊,貓,Mix,幼,小,白灰,公,04.08-04.19,無,
1040408-C2,金湖鎮,清潔隊,貓,Mix,成,中,黃虎斑,公,04.08-04.19,無,
1040408-C3,金沙鎮,清潔隊,貓,Mix,成,中,黃虎斑,公,04.08-04.19,無,
1040408-C4,金沙鎮,清潔隊,貓,Mix,成,中,白花,母,04.08-04.19,無,
1040409-01,金湖鎮,清潔隊,犬,Mix,幼,小,黑,母,04.09-04.20,無,
1040409-02,金湖鎮,清潔隊,犬,Mix,幼,小,虎斑,母,04.09-04.20,無,
1040409-03,金城鎮,清潔隊,犬,貴賓,成,中,黑,公,04.09-04.20,900138000072212,04.09遺失領回
1040409-C1,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,公,04.09-04.20,無,
1040410-01,金湖鎮,清潔隊,犬,Mix,成,大,黑棕,公,04.10-04.21,無,
1040410-02,金城鎮,清潔隊,犬,Mix,幼,小,黑棕,母,04.10-04.21,無,
1040410-C1,金湖鎮,清潔隊,貓,Mix,成,中,灰黃虎斑,母,04.10-04.21,無,
1040410-C2,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,公,04.10-04.21,無,
1040413-01,金湖鎮,清潔隊,犬,Mix,成,大,黑,公,04.13-04.24,無,
1040413-02,金城鎮,清潔隊,犬,Mix,幼,小,棕,公,04.13-04.24,無,
1040413-03,烈嶼鄉,清潔隊,犬,Mix,幼,小,黑,母,04.13-04.24,無,
1040413-C1,金沙鎮,清潔隊,貓,Mix,成,中,黃虎斑白,公,04.13-04.24,無,
1040413-C2,金沙鎮,清潔隊,貓,Mix,成,中,黑,母,04.13-04.24,無,
1040413-C3,金湖鎮,清潔隊,貓,Mix,幼,小,褐虎斑,公,04.13-04.24,無,
1040413-C4,金湖鎮,清潔隊,貓,Mix,成,中,黃虎斑白,公,04.13-04.24,無,
1040414-01,金寧鄉,清潔隊,犬,Mix,成,大,黑,公,04.14-04.25,無,
1040414-02,金寧鄉,清潔隊,犬,Mix,成,大,淺棕,母,04.14-04.25,無,
1040414-03,金湖鎮,清潔隊,犬,Mix,成,大,棕,公,04.14-04.25,無,
1040414-04,金湖鎮,清潔隊,犬,Mix,成,大,棕,公,04.14-04.25,無,
1040414-C1,金湖鎮,清潔隊,貓,Mix,幼,小,三花,母,04.14-04.25,無,
1040415-01,金湖鎮,清潔隊,犬,Mix,成,大,黑棕,公,04.15-04.26,無,
1040415-02,金湖鎮,清潔隊,犬,Mix,成,大,棕,公,04.15-04.26,無,
1040415-C1,金沙鎮,清潔隊,貓,Mix,成,中,黑,公,04.15-04.26,無,
1040416-01,金寧鄉,清潔隊,犬,德國狼犬,成,大,黑棕,公,04.16-04.27,無,
1040416-02,金寧鄉,清潔隊,犬,德國狼犬,成,大,黑棕,母,04.16-04.27,900138000428580,
1040416-03,金湖鎮,清潔隊,犬,Mix,成,大,黑棕,公,04.16-04.27,無,
1040416-C1,金沙鎮,清潔隊,貓,Mix,幼,小,褐黃虎斑,母,04.16-04.27,無,
1040420-01,金寧鄉,清潔隊,犬,Mix,幼,小,棕,公,04.20-05.01,無,
1040420-02,金寧鄉,清潔隊,犬,Mix,幼,小,黑,公,04.20-05.01,無,
1040420-03,金寧鄉,清潔隊,犬,Mix,幼,小,黑,母,04.20-05.01,無,
1040420-04,金湖鎮,清潔隊,犬,Mix,成,大,虎斑,公,04.20-05.01,無,
1040420-05,金湖鎮,清潔隊,犬,Mix,成,大,黃,母,04.20-05.01,無,
1040420-06,金湖鎮,清潔隊,犬,Mix,幼,小,黃,公,04.20-05.01,無,
1040420-07,金湖鎮,清潔隊,犬,Mix,幼,小,棕,母,04.20-05.01,無,
1040420-08,金湖鎮,清潔隊,犬,Mix,幼,小,黑棕,母,04.20-05.01,無,
1040420-C1,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,母,04.20-05.01,無,
1040420-C2,金沙鎮,清潔隊,貓,Mix,成,中,黃虎斑,公,04.20-05.01,無,
1040421-01,金沙鎮,清潔隊,犬,Mix,成,大,黃,母,04.21-05.02,無,
1040421-02,金城鎮,清潔隊,犬,貴賓,成,中,奶油,公,04.21-05.02,900128000403370,
1040421-03,金城鎮,清潔隊,犬,Mix,幼,小,黃,公,04.21-05.02,無,
1040421-04,金城鎮,清潔隊,犬,Mix,幼,小,黃黑,母,04.21-05.02,無,
1040421-05,金湖鎮,清潔隊,犬,Mix,成,大,棕,母,04.21-05.02,無,
1040421-06,金湖鎮,清潔隊,犬,Mix,成,大,米黃,母,04.21-05.02,無,
1040421-07,金湖鎮,清潔隊,犬,Mix,幼,小,黑白,公,04.21-05.02,無,
1040421-08,金湖鎮,清潔隊,犬,Mix,幼,小,黑,母,04.21-05.02,無,
1040421-09,金湖鎮,清潔隊,犬,Mix,幼,小,白黑,母,04.21-05.02,無,
1040421-10,金湖鎮,清潔隊,犬,Mix,幼,小,白黑,母,04.21-05.02,無,
1040422-01,金湖鎮,清潔隊,犬,Mix,成,大,米黃,母,04.22-05.03,無,
1040422-02,金湖鎮,清潔隊,犬,Mix,成,大,棕,母,04.22-05.03,無,
1040422-C1,金沙鎮,清潔隊,貓,Mix,成,中,褐虎斑,公,04.22-05.03,無,
1040423-01,金寧鄉,清潔隊,犬,Mix,成,大,黑,公,04.23-05.04,無,
1040423-C1,金湖鎮,清潔隊,貓,Mix,成,中,灰虎斑,公,04.23-05.04,無,
1040423-C2,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,母,04.23-05.04,無,
1040424-01,金湖鎮,清潔隊,犬,Mix,幼,中,黑棕,公,04.24-05.05,無,
1040424-02,金湖鎮,清潔隊,犬,Mix,幼,中,米黃,母,04.24-05.05,無,
1040424-03,金湖鎮,清潔隊,犬,Mix,成,中,米黃,母,04.24-05.05,無,
1040424-C1,金湖鎮,清潔隊,貓,Mix,成,中,黑白,公,04.24-05.05,無,
1040424-C2,金湖鎮,清潔隊,貓,Mix,成,中,黃虎斑,公,04.24-05.05,無,
1040424-C3,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,母,04.24-05.05,無,
1040427-01,金寧鄉,清潔隊,犬,Mix,幼,小,黃,公,04.27-05.08,無,
1040427-02,金寧鄉,清潔隊,犬,Mix,幼,小,黃,公,04.27-05.08,無,
1040427-03,金寧鄉,清潔隊,犬,Mix,幼,小,黃,公,04.27-05.08,無,
1040427-04,金寧鄉,清潔隊,犬,Mix,幼,小,黑,母,04.27-05.08,無,
1040427-05,金寧鄉,清潔隊,犬,Mix,幼,小,黑,母,04.27-05.08,無,
1040427-06,金湖鎮,清潔隊,犬,Mix,幼,中,黑,公,04.27-05.08,無,
1040427-07,金湖鎮,清潔隊,犬,Mix,幼,中,黑,公,04.27-05.08,無,
1040427-08,金湖鎮,清潔隊,犬,Mix,幼,中,黑,母,04.27-05.08,無,
1040427-09,金湖鎮,清潔隊,犬,Mix,幼,中,黑,母,04.27-05.08,無,
1040427-10,金湖鎮,清潔隊,犬,Mix,幼,中,黑,母,04.27-05.08,無,
1040427-11,金湖鎮,清潔隊,犬,Mix,幼,中,黑,母,04.27-05.08,無,
1040427-12,金湖鎮,清潔隊,犬,Mix,幼,中,白,母,04.27-05.08,無,
1040427-13,金湖鎮,清潔隊,犬,Mix,幼,中,白,母,04.27-05.08,無,
1040427-14,金湖鎮,清潔隊,犬,Mix,幼,中,白,母,04.27-05.08,無,
1040427-15,金湖鎮,清潔隊,犬,Mix,幼,中,黃,母,04.27-05.08,無,
1040428-01,金湖鎮,清潔隊,犬,Mix,成,大,黃,公,04.28-05.09,900138000493723,
1040428-01,金寧鄉,清潔隊,犬,Mix,成,大,灰黑,母,04.29-05.10,無,
1040428-C1,金湖鎮,清潔隊,貓,Mix,成,中,黃虎班白,公,04.28-05.09,無,
1040428-C2,金湖鎮,清潔隊,貓,Mix,成,中,灰虎斑,公,04.28-05.09,無,
1040428-C3,金湖鎮,清潔隊,貓,Mix,成,中,褐虎斑,公,04.28-05.09,無,
1040429-01,金湖鎮,清潔隊,犬,Mix,成,大,黑,公,04.29-05.10,無,
1040429-02,金湖鎮,清潔隊,犬,Mix,成,大,黃,母,04.29-05.10,無,
1040429-C1,金湖鎮,清潔隊,貓,Mix,幼,小,灰虎斑,公,04.29-05.10,無,
1040429-C2,金湖鎮,清潔隊,貓,Mix,幼,小,灰虎斑,公,04.29-05.10,無,
